pin,slack
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max_6[0]:B,7553
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max_6[0]:Y,6905
GMII_TXD_obuf[5]/U0/U_IOPAD:D,
GMII_TXD_obuf[5]/U0/U_IOPAD:E,
GMII_TXD_obuf[5]/U0/U_IOPAD:PAD,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_28:EN,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m397:A,1975
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m397:B,2127
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m397:C,1067
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m397:D,949
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m397:Y,949
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_34:B,5843
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_34:C,4362
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_34:IPB,5843
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_34:IPC,4362
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_17:B,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_17:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_17:D,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_17:IPB,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_17:IPC,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_17:IPD,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_22:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr_s[9]:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr_s[9]:B,4532
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr_s[9]:C,7291
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr_s[9]:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr_s[9]:FCI,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr_s[9]:S,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_b_out_sum_rnd_slice_bias_cry_8:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_b_out_sum_rnd_slice_bias_cry_8:B,6314
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_b_out_sum_rnd_slice_bias_cry_8:C,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_b_out_sum_rnd_slice_bias_cry_8:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_b_out_sum_rnd_slice_bias_cry_8:FCI,6135
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_b_out_sum_rnd_slice_bias_cry_8:FCO,6135
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_real_b_out_sum_rnd_slice_bias_cry_8:S,7269
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:CLK,5006
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:Q,5006
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[7]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91_12[0]:A,6328
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91_12[0]:B,6226
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91_12[0]:C,4910
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91_12[0]:D,4815
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91_12[0]:Y,4815
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[1]:A,6903
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[1]:B,7314
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[1]:C,6831
FFT_AHB_Wrapper_0/FFT_Core/B_DIN_0_0_iv[1]:Y,6831
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m241:A,1477
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m241:B,1420
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m241:C,1114
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m241:D,1122
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m241:Y,1114
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_s_9:A,3913
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_s_9:B,3660
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_s_9:C,3762
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_s_9:D,3454
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_s_9:FCI,3345
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_r_adr_A_s_9:S,3345
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:CLK,7314
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:D,4631
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:Q,7314
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[5]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/stage_cnt_RNIJV143[1]:A,1412
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/stage_cnt_RNIJV143[1]:B,1313
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/stage_cnt_RNIJV143[1]:C,2503
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/stage_cnt_RNIJV143[1]:D,2315
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/stage_cnt_RNIJV143[1]:Y,1313
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[6]:A,3392
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[6]:B,5004
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[6]:C,4272
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[6]:Y,3392
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2_1[13]:A,3562
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2_1[13]:B,3545
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/SADDRSEL_0_a2_1[13]:Y,3545
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:CLK,2502
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:D,6870
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:EN,8439
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:Q,2502
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:SD,
FFT_AHB_Wrapper_0/FFT_Core/o_comp_ram_index[0]:SLn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_21:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_21:IPENn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_pipe_0[3]:SLn,
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_5_am[4]:A,5657
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_5_am[4]:B,-2264
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_5_am[4]:C,5516
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_5_am[4]:Y,-2264
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:CLK,4842
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:Q,4842
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[1]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[0]:A,4008
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[0]:B,6064
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[0]:C,4657
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[0]:D,3764
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_am[0]:Y,3764
COMA_MODE_obuf/U0/U_IOOUTFF:A,
COMA_MODE_obuf/U0/U_IOOUTFF:Y,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:CLK,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:D,4596
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:Q,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_slice[9]:SLn,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_100:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_100:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_100:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_100:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_100:IPB,
FFT_AHB_Wrapper_0/HRDATA_sig[1]:ADn,
FFT_AHB_Wrapper_0/HRDATA_sig[1]:ALn,6786
FFT_AHB_Wrapper_0/HRDATA_sig[1]:CLK,7631
FFT_AHB_Wrapper_0/HRDATA_sig[1]:D,-3569
FFT_AHB_Wrapper_0/HRDATA_sig[1]:EN,
FFT_AHB_Wrapper_0/HRDATA_sig[1]:LAT,
FFT_AHB_Wrapper_0/HRDATA_sig[1]:Q,7631
FFT_AHB_Wrapper_0/HRDATA_sig[1]:SD,
FFT_AHB_Wrapper_0/HRDATA_sig[1]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m176_2:A,360
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m176_2:B,-660
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m176_2:C,462
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m176_2:Y,-660
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_0[7]:SLn,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_224:IPB,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_15:B,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_15:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_15:IPB,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/CFG_15:IPC,
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_4[4]:A,-3569
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_4[4]:B,5225
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_4[4]:C,-2682
FFT_AHB_Wrapper_0/p_AHB_Reg_Read.HRDATA_sig_11_4[4]:Y,-3569
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91[0]:A,6328
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91[0]:B,6226
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91[0]:C,4988
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91[0]:D,4893
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_real_i_o2_RNILRT91[0]:Y,4893
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:CLK,6560
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:D,7494
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:Q,6560
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/input_w_ready_sig:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m442_am:A,6245
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m442_am:B,4898
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m442_am:C,2852
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m442_am:D,3058
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m442_am:Y,2852
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_5:A,6329
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_5:B,6287
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_5:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_5:D,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_5:FCI,6192
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min_1_cry_5:FCO,6192
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_24:B,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_24:C,4580
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_24:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_24:IPC,4580
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m154:A,27
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m154:B,-155
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m154:C,-110
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m154:Y,-155
FFT_AHB_Wrapper_0/p_FFT_STAT_ADDR.un18_core_regs:A,7555
